time,text,user_id
2014-01-01 00:00:48,"['dow', 'stocks', 'trend', '$', 'axp', '$', 'utx', '$', 'csco', '$', 'ko', '$', 'hd', '$', 'dis', '$', 'v', '$', 'ibm', '$', 'dd', '$', 'intc', '$', 'jpm', '$', 'unh', '$', 'trv', '$', 'mrk', '$', 'mmm', '$', 'ge', '$', 'gs', '$', 'msft', '$', 'cat', '@', 'URL']",567452784
2014-01-01 14:49:40,"['rt', 'AT_USER', 'stocks', 'to', 'watch', 'for', 'january', '2', ',', '2014', 'URL', '$', 'gure', '$', 'irm', '$', 'msft', '$', 'rvbd', '$', 'wyy']",83463605
2014-01-01 17:36:01,"['AT_USER', 'shocking', 'that', '$', 'msft', 'is', 'missing', 'this', 'opportunity']",341932842
2014-01-02 06:28:12,"['corporate', ""'"", 'miserliness', ""'"", 'in', 'the', 'united', 'states', ':', 'the', 'case', 'of', 'microsoft', 'URL', '$', 'msft', 'microsoft', 'windows']",1923869994
2014-01-02 09:48:35,"['microsoft', 'corporation', ':', 'microsoft', 'assigned', 'patent', '$', 'msft', 'URL']",704897486
2014-01-02 12:25:07,"['$', 'msft', 'wants', 'to', 'soar', 'with', 'eagles', 'but', 'keeps', 'looking', 'among', 'sparrows', 'to', 'lead', '?', 'oncologist', ',', 'not', ""seinfeld's"", 'pimple-popping-dermatologist', '?', 'cnbc']",270597782
2014-01-02 16:40:06,"['$', 'msft', '[', 'video', ']', 'fiat', 'takes', 'full', 'control', 'of', 'chrysler', ',', 'and', 'more', 'URL']",2176462802
2014-01-02 17:51:15,"['$', 'msft', '-', '[', 'video', ']', 'fords', 'mulally', 'should', 'be', 'frontrunner', 'to', 'lead', 'microsoft', ':', 'expert', '->', 'URL', 'stock', 'stocks', 'stockaction']",300706809
2014-01-02 18:17:10,"['following', 'snapchat', '.', 'skype', 'twitter', 'and', 'blog', 'hacked', '.', 'syrian', 'electronic', 'army', 'claims', 'responsibility', ',', 'attempts', 'to', 'spread', 'anti', '$', 'msft', 'msg']",59240427
2014-01-03 07:47:47,"['microsoft', 'corporation', ':', 'researchers', 'submit', 'patent', 'application', ',', '""', 'techniques', 'to', '...', '$', 'msft', 'URL']",704897486
2014-01-03 11:01:06,"['weekly', 'dow', 'stocks', 'trend', '$', 'dis', '$', 'wmt', '$', 'hd', '$', 'gs', '$', 'v', '$', 'intc', '$', 'ibm', '$', 'utx', '$', 'vz', '$', 'unh', '$', 't', '$', 'msft', '$', 'axp', '$', 'jpm', '$', 'mrk', '$', 'csco', '$', 'ko', '$', 'cvx', '@', 'URL']",567452784
2014-01-03 19:23:08,"['$', 'msft', '-', 'microsoft', 'announces', 'quarterly', 'earnings', 'release', 'date', 'and', 'upcoming', 'event', '...', '->', 'URL', 'stock', 'stocks', 'stockaction']",404613701
2014-01-04 15:00:38,"['rosner', ':', '$', 'fb', 'overall', 'average', ':', '56', '%', 'buy', '.', '$', 'cmcsa', '$', 'nvda', '$', 'msft', 'URL']",1854900966
2014-01-05 15:40:16,"['$', 'msft', 'microsoft', 'is', 'a', 'total', 'mess', 'because', 'of', 'steve', 'ballmer', ',', 'and', ""that's"", 'why', 'no', 'one', 'wants', 'to', 'be', 'its', 'new', 'ceo', ',', 'says', 'the', 'wsj', '...']",2176462802
2014-01-05 17:59:44,"['the', 'software', 'industry', ',', 'worth', 'almost', '$', '350', 'billion', ',', 'grew', '6.4', '%', 'in', '2013', 'URL', '$', 'msft', '$', 'orcl', '$', 'crm', '$', 'adbe']",1310354202
2014-01-05 20:58:28,"['rt', 'AT_USER', 'chromebooks', 'are', 'a', 'double', 'whammy', 'for', '$', 'msft', '-', 'replaces', 'windows', 'and', 'office']",1068579284
2014-01-05 23:42:43,"['rt', 'AT_USER', 'one', 'reason', 'microsoft', ""hasn't"", 'chosen', 'a', 'new', 'ceo', ':', 'awkward', 'boardroom', 'dynamics', '.', 'URL', '$', 'msft']",2277337824
2014-01-06 04:56:13,"['rt', 'AT_USER', '$', 'msft', 'xbox', 'one', 'scalpers', 'forced', 'to', 'sell', 'the', 'console', 'at', 'cost', 'or', 'loss', '->', '1', ')', 'URL', '2', ')', 'URL']",2190812672
2014-01-07 14:02:30,"['$', 'msft', '-', 'microsoft', 'acquires', 'parature', 'to', 'add', 'leading', 'customer', 'self-service', 'suite', 'to', 'microsoft', 'dynamics', 'crm', 'URL']",22078711
2014-01-07 22:26:45,"['rt', 'AT_USER', 'ford', 'ceo', 'mulally', 'says', 'he', ""won't"", 'leave', 'for', 'microsoft', ',', 'plans', 'to', 'stay', 'at', 'ford', 'until', '2014', '$', 'msft', '$', 'f', 'URL', '$', 'f']",12910082
2014-01-07 22:54:32,"['no', '$', 'msft', '797s', '..', 'rt', 'AT_USER', 'alan', 'mulally', 'will', 'not', 'be', 'the', 'next', 'microsoft', 'ceo', ',', 'will', 'remain', 'at', 'ford', 'through', '2014', 'URL']",148373
2014-01-07 23:05:23,"['$', 'msft', '-', 'ford', 'ceo', 'mulally', ""won't"", 'leave', 'for', 'microsoft', '-', 'ap', 'URL']",22078711
2014-01-08 00:32:50,"['microsoft', 'corporation', ':', 'sheikh', 'mohammed', 'bin', 'rashid', 'smart', 'learning', '...', '$', 'msft', 'URL']",704897486
2014-01-08 00:50:13,"['$', 'f', '$', 'msft', '$', 'mu', '$', 'apol', '$', 'tcs', '$', 'rbcn', '$', 'sprt', 'on', 'the', 'fly', ':', 'after', 'hours', 'movers', ':', 'full', 'story', 'URL']",166597717
2014-01-08 02:19:52,"[""didn't"", '$', 'hpq', ',', '$', 'msft', 'etc', '.', 'try', 'the', 'marissa', 'mayer', 'growth-by-acquisition', 'strategy', '?', '$', 'yhoo', 'buys', 'company', ""'"", 'xyz', ""'"", 'is', 'like', 'a', 'broken', 'record']",1511018348
2014-01-08 07:32:04,"['$', 'msft', 'microsoft', 'acquires', 'parature', 'to', 'add', 'leading', 'customer', 'self-service', 'suite', '...', 'URL']",1923869994
2014-01-08 10:34:48,"['$', 'msft', 'microsoft', 'corporation', ':', 'tech', 'data', 'uk', 'makes', 'email', 'to', 'office', '365', 'easy', 'for', '...', 'URL']",1923869994
2014-01-08 13:23:32,"['rt', 'AT_USER', 'nokia', 'can', 'put', 'microsoft', 'on', 'the', 'mobile', 'map', 'URL', '$', 'nok', '$', 'msft']",610904764
2014-01-08 17:36:37,"['rt', 'AT_USER', 'microsoft', 'will', 'not', 'make', 'ceo', 'decision', 'until', 'february', 'at', 'the', 'earliest', '.', '(', 'via', 'AT_USER', '$', 'msft']",56515244
2014-01-08 18:06:54,"['rt', 'AT_USER', 'ford', '’', 's', 'alan', 'mulally', 'won', '’', 't', 'be', 'the', 'next', 'microsoft', 'ceo', '.', 'who', 'should', 'replace', 'steve', 'ballmer', '?', 'URL', '$', 'f', '$', 'msft']",234611561
2014-01-09 11:40:34,"['$', 'msft', 'why', 'no', 'ceo', 'hall', 'of', 'fame', '?', 'URL']",2176462802
2014-01-09 14:05:27,"['$', 'msft', 'news', 'alert', ':', 'URL', 'updated', 'options', 'view', ':', 'URL', 'all', 'options', 'views', ':', 'URL']",1924312855
2014-01-09 14:29:17,"['AT_USER', 'rings', 'opening', 'bell', 'AT_USER', 'AT_USER', 'URL', 'AT_USER', 'interview', 'coming', 'up', '.', 'your', 'questions', '?', '$', 'msft', 'AT_USER', 'uscomp']",250362489
2014-01-09 16:48:27,"['rt', 'AT_USER', 'would', 'be', 'a', 'good', 'move', '->', 'is', '$', 'msft', 'planning', 'on', 'releasing', 'a', 'blade', 'server', '?', 'via', 'AT_USER', 'URL']",115763576
2014-01-09 17:33:12,"['microsoft', 'corporation', ':', 'where', 'next', 'with', 'windows', '?', '$', 'msft', 'URL']",704897486
2014-01-09 20:20:34,"[""i'm"", 'stepping', 'out', 'of', 'my', 'comfort', 'zone', 'so', 'this', 'better', 'work', '.', ""i'm"", 'doubling', 'my', '$', 'msft', 'long', ',', 'target', '$', '36.20', '(', 'for', 'now', ')', '.']",232743364
2014-01-10 15:06:01,"['AT_USER', 'AT_USER', 'AT_USER', '$', 'aapl', 'trading', 'at', 'same', 'multiple', 'as', '$', 'msft', '-', 'this', 'is', 'purely', 'stupid', '!']",288236378
2014-01-10 17:01:16,"['$', 'msft', 'intralinks', 'steps', 'up', 'to', 'the', 'plate', '-', 'because', 'the', 'world', 'needs', 'another', 'file', 'sharing', 'offering', ',', 'right', '?', 'URL']",2176462802
2014-01-10 18:10:57,"['$', 'msft', 'news', 'alert', ':', 'URL', 'updated', 'options', 'view', ':', 'URL', 'all', 'options', 'views', ':', 'URL']",1924312855
2014-01-11 00:01:03,"['s', '&', 'p100', 'stocks', 'performance', '$', 'bhi', '$', 'bmy', '$', 'aep', '$', 'slb', '$', 'low', '$', 'so', '$', 'hal', '$', 'f', '$', 'msft', '$', 'fcx', '$', 'cmcsa', '$', 'mdlz', '$', 'orcl', '$', 'mon', '$', 'ko', 'more', '@', 'URL']",567452784
2014-01-11 02:32:54,"['lagging', 'in', 'post-market', 'activity', ':', 'microsoft', 'corporation', '(', 'msft', ')', '$', 'msft', 'URL']",704897486
2014-01-11 11:19:39,"['find', 'the', 'next', '$', 'msft', '$', 'cia', '$', 'sui', '$', 'cnat', '$', 'smbl', 'URL']",2264426239
2014-01-11 12:13:15,"['get', 'the', 'latest', 'on', '$', 'msft', '$', 'nwbi', '$', 'spchb', '$', 'rndy', '$', 'nyx', '$', 'jout', 'URL']",2243241430
2014-01-11 13:19:11,"['best', 'pennystock', 'research', '$', 'msft', '$', 'mdlz', '$', 'cms', '$', 'mat', '$', 'daeg', '$', 'ffch', 'URL']",2232199482
2014-01-13 12:19:02,"['google', 'set', 'to', 'challenge', 'microsoft', 'and', 'apple', 'in', 'the', 'connected', 'car', 'market', '$', 'goog', '$', 'aapl', '$', 'msft', 'URL']",256618813
2014-01-13 14:17:44,"['get', 'stock', 'market', 'reports', 'on', '$', 'msft', '$', 'suss', '$', 'fnb', '$', 'seb', '$', 'xrm', '$', 'sybt', 'URL']",380379990
2014-01-13 14:45:21,"['correction', 'protection', ':', 'better', 'metric', 'finds', 'value', 'URL', '$', 'goog', 'google', '$', 'csco', '$', 'msft', '$', 'intc', '$', 'orcl', '$', 'fb', '$', 'xom', '$', 'cvx', '$', 'sny', '$', 'mrk']",1849605206
2014-01-13 15:25:24,"['$', 'msft', '-', 'outlook', ':', 'gaming', 'industry', 'faces', 'declining', 'software', 'sales', '->', 'URL', 'stock', 'stocks', 'stockaction']",409065420
2014-01-13 23:27:08,"['$', 'msft', '-', '2', 'promising', 'exclusives', 'for', 'next-gen', 'gaming', '->', 'URL', 'stock', 'stocks', 'stockaction']",403276334
2014-01-14 14:40:12,"['AT_USER', 'como', 'ves', '$', 'msft', '?', 'podria', 'dar', 'señal', 'de', 'compra', 'en', '60', ',', 'o', 'mañana', 'en', 'diaria', '.']",253144682
2014-01-14 17:53:01,"['$', 'msft', '-', 'why', 'gamestop', 'stock', 'is', 'crashing', '->', 'URL', 'stock', 'stocks', 'stockaction']",404613701
2014-01-14 18:16:36,"['why', 'gamestop', 'stock', 'is', 'crashing', 'URL', '$', 'msft', 'microsoft', 'windows', '$', 'rsh', '$', 'sne', '$', 'gme']",1849605206
2014-01-14 23:09:55,"['employee', 'growth', 'at', 'major', 'tech', 'companies', 'in', 'last', '3', 'years', '.', '$', 'goog', '~', '2x', '$', 'amzn', '~', '4x', '$', 'appl', '~', '2x', '$', 'msft', '~', '1x', '$', 'ebay', '~', '2x', 'URL']",21828729
2014-01-15 06:57:45,"['rt', 'AT_USER', 'google', 'outspends', 'top', '5', 'rivals', 'combined', '-', '$', 'aapl', ',', '$', 'fb', ',', '$', 'msft', ',', '$', 'yhoo', ',', '$', 'amzn', '-', 'in', 'deals', 'push', ',', 'with', 'nest', 'just', 'the', 'latest', '.', 'URL']",16960975
2014-01-15 09:16:01,"['$', 'msft', 'news', 'alert', ':', 'URL', 'updated', 'options', 'view', ':', 'URL', 'all', 'options', 'views', ':', 'URL']",1924312855
2014-01-15 16:07:27,"['fibonacci', 'technical', 'levels', 'update', '$', 'lnkd', ',', '$', 'msft', ',', '$', 'nflx', ',', '$', 'tsla', 'URL']",950517078
2014-01-15 17:21:19,"['AT_USER', 'AT_USER', 'AT_USER', 'AT_USER', 'AT_USER', '$', 'msft', 'sí', ',', 'pero', 'el', 'informe', 'de', 'forrester', 'huele', 'a', 'chamusquina', '.']",14588662
2014-01-15 17:53:46,"['shoud', 'you', 'sell', '$', 'iiin', '$', 'nflx', '$', 'daeg', '$', 'msft', 'click', 'URL']",2232199482
2014-01-15 22:52:53,"['microsoft', 'corp', '.', 'downgraded', 'by', 'citigroup', 'inc', '.', 'to', 'neutral', '$', 'msft', 'URL']",565538332
2014-01-16 01:44:29,"['rt', 'AT_USER', 'latest', 'AT_USER', 'syrian', 'hackers', 'breached', 'microsoft', '’', 's', 'corporate', 'email', '/', 'URL', '$', 'msft']",31030273
2014-01-16 15:53:23,"['$', 'msft', '-', 'must-see', 'charts', ':', '5', 'active', 'trades', 'for', 'a', 'quiet', 'month', '->', 'URL', 'stock', 'stocks', 'stockaction']",404613701
